,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.blue,p.MM.blue,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.brown,p.MM.brown,MM.yellow,p.MM.yellow,MM.grey,p.MM.grey
1446,ENSGALG00010006346,NSUN3,black,-0.108089076,0.623489111,0.333562247,0.119843086,0.016079251,0.941951389,0.059202203,0.788448784,-0.075736921,0.731252595,-0.03131946,0.887189891,0.478217634,0.020990622,0.239851186,0.27031937,-0.257519784,0.235509021,0.274245616,0.205392187
5146,ENSGALG00010019458,ELP4,black,-0.175700452,0.422606986,0.482977426,0.019571725,0.273132751,0.207311257,-0.104507319,0.635106004,0.19704081,0.367505066,0.045193063,0.837762983,0.478861311,0.020794029,0.134543377,0.540499758,-0.13044988,0.552999435,0.357518987,0.093960557
1429,ENSGALG00010006281,TRMT11,black,-0.019374253,0.930081771,0.315112693,0.143039383,0.413369393,0.049925411,-0.089367563,0.685107244,0.164544059,0.453100989,0.103599188,0.638064805,0.480287367,0.020363771,0.274170045,0.205522125,-0.106982493,0.627069059,0.49932364,0.015277505
185,ENSGALG00010001251,ZNF277,black,0.055147139,0.802651284,0.084221436,0.702411602,-0.072805077,0.741303334,-0.179849338,0.411558215,-0.068908057,0.75472613,-0.035007593,0.874002971,0.482883605,0.019598923,0.03262183,0.882529782,-0.483121952,0.019529887,0.008685493,0.968625832
5476,ENSGALG00010020701,PTPN11,black,0.095858085,0.663499547,0.202387643,0.354381778,0.289660689,0.180034743,0.067301461,0.760280133,0.101667122,0.644377467,0.318676496,0.138327792,0.482939444,0.019582732,0.33742428,0.115355172,-0.07964933,0.717906898,0.381017136,0.072852351
461,ENSGALG00010002373,POSTN,black,-0.247263322,0.255338955,0.396903606,0.060765056,0.329273169,0.124974187,-0.103315306,0.638990828,0.267544797,0.217129327,0.171937044,0.432766806,0.484367757,0.019172236,0.073651478,0.73839748,-0.320507335,0.135950846,0.389597414,0.066116677
6524,ENSGALG00010023668,RCN1,black,-0.148297318,0.499487448,0.367809606,0.084220048,0.263319518,0.224755578,-0.339824931,0.112627902,-0.006273905,0.9773345,0.595912885,0.002694519,0.485541223,0.018840218,0.287506094,0.183442708,-0.036146048,0.869938805,0.214989896,0.324555159
3132,ENSGALG00010012761,SMPDL3A,black,0.056277293,0.798686742,0.188217414,0.389763949,0.068670038,0.755548225,-0.043871463,0.842448859,0.043150865,0.845006009,0.101599564,0.644598637,0.486470836,0.018580512,0.187944676,0.390463846,-0.388252259,0.067139976,0.164073195,0.454412769
4927,ENSGALG00010018644,ESF1,black,-0.137070663,0.532848559,0.377652977,0.07563061,0.395217257,0.061969702,-0.113198224,0.607067983,0.494221007,0.016526247,0.237302555,0.275596579,0.487110316,0.018403549,0.183870635,0.401002565,-0.2003719,0.359296648,0.518935914,0.011171892
6362,ENSGALG00010023167,GPD1,black,-0.01410231,0.94907884,0.101952741,0.64344275,-0.133473712,0.543753352,-0.067849181,0.758385362,-0.229848924,0.291401128,0.142566382,0.516388018,0.487914838,0.018182857,0.110132046,0.616901476,-0.372979824,0.079621806,0.050514691,0.818949997
3834,ENSGALG00010015133,RFTN2,black,0.07277503,0.741406556,0.205204124,0.347580796,0.177378366,0.418119335,0.23375099,0.28305829,-0.000623037,0.997748899,0.02500385,0.909836849,0.488188447,0.018108292,0.176204673,0.421255687,-0.334822528,0.118364869,0.415703709,0.048518944
8043,ENSGALG00010028712,FBXW2,black,0.166189079,0.448533724,0.172675429,0.430763183,0.237624672,0.274926032,-0.125226243,0.569137982,0.100315731,0.64880708,0.158858813,0.469071193,0.489244613,0.017822785,0.000790404,0.997144188,-0.23287484,0.284918357,0.411448869,0.05110612
4062,ENSGALG00010016211,TACC3,black,-0.213164058,0.328779828,0.360414357,0.091139318,0.233291979,0.284031817,-0.216812828,0.32037004,0.022380984,0.919263093,0.423413938,0.044091284,0.489672876,0.017708061,0.308551078,0.152010505,0.002212318,0.992006772,0.316301543,0.141455143
4988,ENSGALG00010018922,EEF2K,black,0.192548642,0.378744237,0.158293079,0.470675982,0.177319526,0.418276265,0.191366077,0.381735184,0.096991295,0.659752824,0.001254528,0.995467272,0.490508062,0.017486052,0.206160958,0.345287947,-0.204631256,0.348957835,0.557884447,0.005672274
8173,ENSGALG00010029273,SLC13A5,black,0.311387434,0.148085182,-0.039214576,0.859000591,-0.00086603,0.996870944,0.221105707,0.310644213,-0.091668004,0.677420415,0.134115669,0.541799634,0.490953317,0.01736862,0.124659879,0.570900211,-0.454570416,0.029318872,0.404411033,0.055618792
4465,ENSGALG00010017431,FYCO1,black,-0.031634306,0.88606298,0.354193656,0.09728018,0.508655674,0.013192832,0.314699011,0.143593593,0.317579483,0.139766153,0.419294938,0.046415544,0.491336449,0.017268087,0.464563471,0.025526503,-0.026900266,0.903028619,0.766639012,1.99E-05
1551,ENSGALG00010007051,E2F3,black,0.193365077,0.376687127,0.079125162,0.719690373,-0.022055757,0.920432675,-0.054708211,0.804192301,0.255278977,0.23975255,0.009793807,0.964624618,0.491608752,0.017196921,0.119183183,0.58806358,-0.439703619,0.035777129,0.096747354,0.660558699
2395,ENSGALG00010010295,,black,0.092228026,0.67555379,0.090791077,0.680347009,0.034651236,0.875275768,-0.219730598,0.313739759,0.053134915,0.809721699,0.315014084,0.143171351,0.492914231,0.016859041,0.234196629,0.282115129,-0.221171386,0.310496832,0.153374692,0.484745234
1521,ENSGALG00010006843,STON2,black,-0.20690022,0.343522598,0.402143403,0.057136407,0.472489363,0.022807016,-0.087051955,0.692875376,0.30414301,0.158255657,0.433490417,0.038788125,0.492939259,0.016852617,0.22216166,0.308279854,-0.068549664,0.755964086,0.567046912,0.004778971
5299,ENSGALG00010020121,,black,0.130391132,0.553179773,-0.004254247,0.984629807,-0.372495229,0.080044582,-0.108564456,0.621953713,-0.207971622,0.340973599,0.06830588,0.756806495,0.493085106,0.016815218,-0.024058684,0.913232363,-0.34378001,0.108237845,0.099399122,0.651818134
3429,ENSGALG00010013492,B3GALT5,black,0.136232027,0.535381838,-0.076543115,0.728496256,-0.38294443,0.071295954,-0.451976284,0.03037326,-0.221723457,0.309259683,-0.040846908,0.853191978,0.493268198,0.016768364,-0.304053938,0.158383677,-0.523907564,0.010290094,-0.184209945,0.400118848
1787,ENSGALG00010008013,,black,0.130941132,0.551492471,0.058931279,0.789395698,0.310139204,0.149803711,-0.336736707,0.116145077,-0.127989293,0.560575535,0.283735889,0.189512094,0.493283714,0.016764399,0.344442686,0.107514736,-0.287286539,0.18379245,0.138281902,0.529199703
5382,ENSGALG00010020396,CHL1,black,0.145378813,0.50805998,-0.067090761,0.761009379,-0.355282071,0.096184218,-0.236657467,0.276942554,-0.079188519,0.719474725,0.043812124,0.842659377,0.494360547,0.016491028,-0.276194316,0.202060652,-0.480381914,0.020335502,0.100854536,0.647039585
238,ENSGALG00010001463,DSEL,black,-0.170482264,0.436728968,0.238970544,0.272135522,-0.262489611,0.226274049,-0.409960517,0.052035933,0.057470818,0.794505113,-0.090342715,0.681845071,0.494851439,0.016367616,-0.022281588,0.919620523,-0.434860429,0.038107658,-0.235368401,0.279644598
5094,ENSGALG00010019262,TMC3,black,0.225831325,0.300149225,-0.010483494,0.962135136,-0.165565283,0.450262787,-0.167064215,0.446113889,-0.030014939,0.891861323,0.111422067,0.612756383,0.49494917,0.016343136,-0.087123779,0.692633976,-0.404929344,0.05527632,0.107533182,0.625286482
7022,ENSGALG00010024903,CASP8,black,-0.155059221,0.479902948,0.323861074,0.131672759,0.239534582,0.270971416,-0.365276064,0.08654465,-0.036607176,0.868293526,0.358474228,0.0930227,0.495973337,0.016088385,0.214174838,0.326436998,-0.212489408,0.330349165,0.127158655,0.56314352
6369,ENSGALG00010023182,EPHB6,black,0.119841263,0.585989593,0.000516357,0.998134347,-0.195538257,0.37124275,-0.394469462,0.062509711,0.052590318,0.811637769,0.129108858,0.557122644,0.496036888,0.016072684,-0.092903002,0.673306465,-0.434635275,0.038218839,0.084163207,0.702608242
4491,ENSGALG00010017517,LIN9,black,-0.016303269,0.941144003,0.115246643,0.600534925,-6.18E-05,0.999776785,-0.090775511,0.680399001,-0.185267523,0.39737141,0.202330028,0.354521709,0.496712034,0.015906654,0.285393625,0.186826764,-0.292785516,0.175169971,0.041319725,0.851510836
6751,ENSGALG00010024360,FTL,black,-0.09146296,0.678104314,0.489699106,0.017701054,0.299498927,0.165027531,0.161499539,0.461617616,0.126605151,0.564857638,0.034174741,0.876978126,0.497466206,0.015722843,0.306509047,0.154881581,-0.084828429,0.700362882,0.528850646,0.009471008
3226,ENSGALG00010013005,SLC40A1,black,0.131940302,0.548433202,0.136947944,0.533218907,0.099579641,0.651224714,-0.337144481,0.11567614,-0.050891047,0.817623032,0.265514844,0.220771393,0.497669222,0.01567366,0.060796942,0.782880893,-0.211985182,0.331524998,0.215199535,0.324072195
84,ENSGALG00010000684,COBL,black,0.119167184,0.58811404,0.10866524,0.621628393,-0.062870885,0.775655324,0.144615037,0.51031516,0.254525787,0.241190043,0.060562909,0.78369736,0.49914387,0.015320152,-0.053262304,0.809273656,-0.339632097,0.112845217,0.442632606,0.034423279
3009,ENSGALG00010012307,,black,-0.006617997,0.97609175,0.018195596,0.934326131,-0.233941001,0.282655905,-0.406605158,0.054180157,-0.455440734,0.028971737,0.010254736,0.962960821,0.499497357,0.015236386,-0.062137756,0.778207506,-0.690996097,0.000261527,-0.314163534,0.144313235
4426,ENSGALG00010017327,CLN6,black,0.296188915,0.169975728,-0.004836144,0.982527763,-0.033049621,0.880999883,-0.093674355,0.670741561,-0.054032514,0.806565964,0.030106898,0.891531903,0.499545241,0.015225067,0.250396997,0.249169733,-0.452700137,0.030076062,0.19953283,0.361354141
5112,ENSGALG00010019298,PGAP6,black,0.048879921,0.824719451,0.156960594,0.474466845,-0.036453646,0.868841254,-0.184541942,0.39925523,-0.126373859,0.565574602,0.36809523,0.083960944,0.499601098,0.015211873,0.10920876,0.61987515,-0.183327163,0.402420269,0.265249933,0.221249661
2086,ENSGALG00010009104,MTR,black,0.054516969,0.804863949,0.306322734,0.155145422,0.054575452,0.804658543,0.183505756,0.401954084,0.223076283,0.306240879,0.042304045,0.848013007,0.50093355,0.014899878,0.206003025,0.345665783,-0.177761243,0.417098973,0.382341729,0.071779931
4347,ENSGALG00010016982,GLRX5,black,-0.251393164,0.247228994,0.476900891,0.021397453,0.187838977,0.390735282,-0.433396271,0.038835235,0.237987097,0.274172813,0.249493834,0.250937785,0.500933938,0.014899788,0.125547372,0.568139866,-0.111702077,0.61185816,0.184970798,0.398141193
4205,ENSGALG00010016631,FAM53A,black,-0.364215584,0.087531788,0.513285236,0.012248583,0.225397888,0.301102599,-0.216619052,0.320813356,-0.042469375,0.84742577,0.083204272,0.70584922,0.501832661,0.014692314,0.488606994,0.017994709,-0.18718008,0.392429717,0.102947448,0.640191556
874,ENSGALG00010004108,PERPB,black,-0.115391073,0.600075405,0.199698315,0.360947813,0.058967684,0.789268438,-0.620364987,0.001588032,-0.043249872,0.844654579,0.596295633,0.002673167,0.502782032,0.014475713,0.295645859,0.17079728,-0.190188666,0.384726389,0.001498457,0.994585946
2608,ENSGALG00010010984,MAT1A,black,-0.301181258,0.162551471,0.308825503,0.151627546,0.272351717,0.208665278,-0.484137316,0.01923799,0.257710253,0.235150607,0.233178066,0.284273744,0.503216313,0.014377504,-0.034325844,0.876438228,-0.51948456,0.011071634,0.126151653,0.566263782
1799,ENSGALG00010008033,ACOT13,black,-0.173314628,0.429032736,0.361605871,0.089996815,-0.004151291,0.985001738,-0.018928573,0.931686462,-0.099902285,0.650164593,-0.189405805,0.386722567,0.503235836,0.014373102,0.096292196,0.66206332,-0.458731771,0.027688568,0.1111853,0.613516307
6267,ENSGALG00010022875,SPON1,black,-0.33567949,0.117367309,0.539773679,0.007850546,0.453114749,0.029906878,-0.328186927,0.126298471,0.217669316,0.318415042,0.454728874,0.029255424,0.503250553,0.014369784,0.122321762,0.578200555,-0.0888882,0.686712854,0.491500686,0.017225135
1705,ENSGALG00010007859,CENPN,black,-0.182919371,0.403485865,0.375836747,0.07716342,0.167764311,0.444183024,-0.176118397,0.42148674,0.447080371,0.032445238,0.20249228,0.354127727,0.504091741,0.014181185,-0.061615732,0.780026138,-0.28611821,0.185661243,0.332005779,0.121687132
2378,ENSGALG00010010215,,black,-0.149854972,0.494941472,0.363477027,0.08822422,0.213435537,0.328149591,-0.167412744,0.445152093,0.241576939,0.266782719,0.113681597,0.605523704,0.504310602,0.014132448,0.325439283,0.129693367,-0.250596477,0.248780317,0.061160373,0.781613436
7549,ENSGALG00010027243,HRH1,black,-0.261345194,0.228379072,0.357167445,0.094307464,-0.056868097,0.79661613,-0.246299083,0.257256847,0.165207594,0.45125582,0.171598308,0.433687644,0.504312411,0.014132046,0.124586318,0.57112927,-0.281953274,0.192428979,0.039365241,0.858464154
2782,ENSGALG00010011573,CMAS,black,-0.372711682,0.079855533,0.540672673,0.007728117,0.321809466,0.134278182,0.107239696,0.626236242,0.087659927,0.690832886,0.003742048,0.986480158,0.504548236,0.014079686,0.276382937,0.201740129,-0.351260498,0.100279681,0.315201529,0.142920568
183,ENSGALG00010001245,SERPINI1,black,0.262919201,0.22548719,-0.093797759,0.670331544,-0.427015692,0.042134348,-0.102686822,0.641042795,-0.247151705,0.25556049,-0.256448208,0.237532133,0.504651348,0.014056841,-0.101995888,0.643301592,-0.673790802,0.000423868,-0.11655864,0.596366091
7169,ENSGALG00010025404,CERS6,black,0.149603555,0.495673839,0.025032748,0.909733056,-0.26217301,0.226855113,-0.090034476,0.68287563,-0.062474514,0.777034901,-0.080009389,0.716682623,0.504666778,0.014053426,-0.275792134,0.202745221,-0.609066094,0.002038238,-0.040366101,0.854902167
5402,ENSGALG00010020497,OSBPL11,black,-0.126334389,0.565696992,0.251546153,0.246931811,0.001096746,0.996037349,-0.220237536,0.312596397,-0.020047892,0.927656807,0.199942913,0.360347718,0.504670448,0.014052613,0.032565792,0.88273022,-0.24365628,0.262560797,0.296864208,0.168957956
8330,ENSGALG00010029594,CRLF3,black,-0.254845948,0.240578317,0.387247992,0.067911787,0.323177029,0.13253739,0.056367286,0.798371256,0.072519211,0.742285541,0.215279997,0.323886943,0.505059067,0.013966809,0.236144502,0.278015811,-0.2811992,0.193672015,0.41928984,0.046418479
1205,ENSGALG00010005443,BANK1,black,0.365762154,0.086094969,-0.23092266,0.289090309,-0.345514808,0.106352353,-0.410955497,0.051412904,-0.403085537,0.056502058,0.019161368,0.930848239,0.505280118,0.013918194,-0.143099359,0.514804774,-0.584312609,0.003413637,-0.25293386,0.244246761
5450,ENSGALG00010020640,PTPN14,black,0.226319214,0.299078316,-0.145484672,0.507747795,-0.445876319,0.032971584,-0.091915718,0.676594526,-0.153963775,0.483049095,-0.109065153,0.620338193,0.506441629,0.013665013,-0.152779053,0.486463285,-0.676307747,0.000395728,-0.050456324,0.819155835
6489,ENSGALG00010023552,SGPP2,black,-0.237070727,0.276079811,0.212562263,0.330179479,-0.213597767,0.327773324,-0.39178655,0.064476833,-0.132149452,0.547793809,0.203311498,0.352142411,0.506668532,0.013615996,-0.027812076,0.899757495,-0.519935078,0.010989862,-0.136063532,0.53589149
4115,ENSGALG00010016387,CCDC85C,black,-0.126637661,0.564756895,0.290064249,0.179401304,-0.022444467,0.919034811,-0.475299021,0.021900922,0.026562496,0.90424076,0.295782595,0.170590163,0.506788372,0.013590165,0.207524737,0.342035426,-0.158250879,0.470795802,0.159066608,0.468482456
3588,ENSGALG00010014171,DLC1,black,0.005015075,0.981881413,0.082730915,0.707450885,-0.242086331,0.265744465,-0.058739099,0.790067562,0.061156549,0.781626768,0.199384821,0.361717783,0.506830367,0.013581123,-0.027437643,0.90110059,-0.33950285,0.112991043,0.266285676,0.219383648
4488,ENSGALG00010017510,HDC,black,-0.368050586,0.084001403,0.541869814,0.007567547,0.359564211,0.091961071,-0.280703757,0.194491684,0.210964627,0.333912547,0.355770521,0.095695367,0.507575239,0.013421556,0.534471156,0.008605817,-0.074870456,0.734218584,0.255036386,0.240214933
5849,ENSGALG00010021613,ADGRL4,black,-0.147618447,0.501475125,0.38060549,0.073188088,0.250368886,0.249224642,0.048817633,0.824939455,-0.030400924,0.890478759,0.355535411,0.09593044,0.508361509,0.013254787,0.248574025,0.252746738,-0.281006203,0.193991033,0.398629504,0.059550844
3796,ENSGALG00010015050,HIVEP3,black,0.071403649,0.746122206,0.117639074,0.592942241,-0.041777063,0.849885321,-0.168472403,0.442234612,0.300393627,0.163707456,0.297359376,0.168214357,0.508520904,0.013221187,0.04233903,0.847888737,-0.229532335,0.292084656,0.286354013,0.185283022
2124,ENSGALG00010009219,TNFRSF11B,black,-0.106336274,0.629163443,0.286367713,0.185261064,0.269812368,0.213108531,-0.282098149,0.192190786,0.005247942,0.981040248,0.22857848,0.294150098,0.510839981,0.01274016,-0.014664855,0.947050292,-0.36660863,0.085316074,0.287491603,0.183465778
522,ENSGALG00010002544,THSD1,black,-0.390745935,0.065252418,0.351589094,0.099940299,0.165704452,0.44987673,-0.479185881,0.020695464,0.06689654,0.761681769,0.454129992,0.029495798,0.511016238,0.012704195,0.234960784,0.280502455,-0.340554477,0.111808503,-0.012857543,0.953568558
5677,ENSGALG00010021212,MYO18B,black,0.026287767,0.905226821,0.246428974,0.256997953,0.35030547,0.10127089,0.10236199,0.642104353,0.215941567,0.3223662,0.214179801,0.326425519,0.513828196,0.012141568,0.364732123,0.087049927,-0.183280073,0.402543239,0.433907233,0.038580095
5361,ENSGALG00010020327,MTTPL,black,0.032437268,0.883189951,0.10685425,0.627484472,0.099164302,0.652590366,-0.233591313,0.283396715,-0.152404693,0.487544641,0.209577038,0.337175189,0.514297825,0.012049626,0.124306441,0.572001142,-0.406579342,0.054196915,0.093356849,0.671796903
568,ENSGALG00010002707,RELT,black,-0.018464224,0.933358644,0.198838579,0.363061683,0.248675903,0.252545965,0.098918115,0.65340035,-0.058290929,0.791634941,0.172520409,0.431183419,0.514319422,0.012045412,0.375059847,0.077826197,-0.286121873,0.185655364,0.375330779,0.077594578
6596,ENSGALG00010023889,SAMD8,black,0.235203879,0.279990646,0.077806272,0.724184126,0.026321148,0.905107001,0.167818849,0.444032794,0.045888207,0.835300403,0.118918873,0.588897454,0.515240376,0.01186682,0.169125345,0.440441976,-0.287786675,0.182996419,0.374052662,0.07869181
2625,ENSGALG00010011028,HMBOX1,black,-0.04118173,0.852001423,0.232123618,0.286519284,0.158558739,0.469922049,0.088255953,0.688832551,0.185098595,0.397809552,0.285108313,0.18728707,0.515288142,0.011857617,0.392290101,0.064104067,-0.112186899,0.610304222,0.42622062,0.042560368
549,ENSGALG00010002634,RGN,black,0.134372177,0.541019892,0.186347949,0.394575531,0.17567289,0.42268092,0.247009097,0.255843718,0.24632266,0.257209842,0.011988613,0.9567035,0.515678094,0.011782703,0.142309286,0.517152577,-0.371846222,0.080613439,0.509790955,0.012955944
6051,ENSGALG00010022201,,black,-0.328500326,0.125915359,0.432993401,0.039037336,0.330484567,0.123509178,-0.210012041,0.336150328,0.146973172,0.503368024,0.429257484,0.04095111,0.516591752,0.0116087,0.257923865,0.234749068,-0.294185193,0.173020679,0.244388425,0.261084473
