,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.brown,p.MM.brown,MM.grey,p.MM.grey,MM.green,p.MM.green,MM.lightgreen,p.MM.lightgreen,MM.pink,p.MM.pink,MM.black,p.MM.black,MM.lightcyan,p.MM.lightcyan,MM.cyan,p.MM.cyan,MM.grey60,p.MM.grey60,MM.purple,p.MM.purple,MM.salmon,p.MM.salmon,MM.midnightblue,p.MM.midnightblue
5124,ENSGALG00010017973,PKD1,black,0.334821136,0.118366494,-0.357879683,0.093605604,0.350472341,0.101097178,-0.144488265,0.510689944,0.421343383,0.045248004,0.515007154,0.01191184,0.532422848,0.008913215,0.15136157,0.490564077,-0.2487502,0.252399612,-0.263736685,0.223994847,-0.019477022,0.929711784,-0.241695392,0.266541055,0.274228957,0.205420827
353,ENSGALG00010001745,CADPS2,black,0.532904036,0.008840198,-0.357839797,0.093644805,0.527161491,0.009744625,0.284178993,0.188791754,0.030404309,0.890466634,0.51886166,0.011185518,0.629374434,0.001292545,0.152201248,0.488132803,0.238585525,0.272931974,0.206297696,0.344961016,0.090932202,0.679875728,-0.142081652,0.517829972,0.055362302,0.801896133
5807,ENSGALG00010020357,RBP4A,black,0.417273438,0.047590615,-0.35747214,0.094006732,-0.116783508,0.595652806,0.353639607,0.097841608,0.493550379,0.016696361,0.298478544,0.16654208,0.406654857,0.054147907,0.420482615,0.045735786,0.461338147,0.026704888,-0.019927886,0.928088758,-0.035341543,0.872810479,0.058420254,0.791182573,0.166394254,0.447965776
3570,ENSGALG00010013146,TNRC6B,black,0.419799411,0.046125858,-0.356237319,0.095229909,0.248792043,0.252317211,-0.038694979,0.860851064,0.208106876,0.340652614,0.491106406,0.017328393,0.83923635,5.60E-07,0.383255183,0.071047385,0.157727129,0.472284191,-0.193352966,0.376717596,0.063264795,0.774284963,0.129920357,0.554625889,0.089879283,0.683394705
5756,ENSGALG00010020177,KCNG3,black,0.368677234,0.08343483,-0.352304423,0.099204422,0.450858146,0.030836926,-0.110248117,0.616528051,0.569315712,0.004576984,0.234096931,0.282325962,0.52336942,0.010382683,0.064414345,0.770289568,-0.273496879,0.206682019,-0.06943935,0.752892016,0.339882302,0.112563306,-0.269079028,0.214403382,-0.128135271,0.560124774
446,ENSGALG00010002138,MYO7A,black,0.463698582,0.025838327,-0.350686157,0.10087492,0.646749922,0.00085316,0.128030502,0.56044827,0.157138441,0.473959981,0.445388999,0.033186527,0.560173662,0.005436988,0.038228289,0.862513719,0.011701227,0.957740473,0.288038048,0.182597222,0.303962435,0.158515266,0.148401556,0.499182594,-0.259482309,0.231833185
3134,ENSGALG00010011894,VWC2L,black,0.460244348,0.027114243,-0.350442106,0.101128638,0.52029141,0.010925537,0.097222426,0.658989605,0.200534163,0.35889955,0.244159407,0.261545701,0.631989296,0.001216129,0.13157529,0.549549898,0.10110666,0.646213152,0.176301927,0.420995321,0.389158932,0.066448927,-0.229099544,0.293020684,-0.085051834,0.699609356
3883,ENSGALG00010014089,FIG4,black,0.575534617,0.004059651,-0.350188338,0.101392956,0.377521812,0.07574053,0.4492722,0.031504212,0.405223841,0.055082458,0.23025005,0.290536511,0.608008196,0.002085443,0.122343232,0.578133335,0.514852183,0.011941832,0.44140931,0.034983701,0.440472752,0.035417615,0.21212457,0.331199702,-0.410435187,0.051737983
3391,ENSGALG00010012674,,black,0.369163995,0.082996714,-0.349945889,0.101645961,0.288069886,0.182546703,-0.145105375,0.508866794,0.142978958,0.51516223,0.423141729,0.044242021,0.568127362,0.004681869,0.028448484,0.897475311,0.013469396,0.951361502,0.025715063,0.907282812,0.282273319,0.191903053,0.241462211,0.267016916,-0.284492394,0.188283399
8091,ENSGALG00010027147,KMT2C,black,0.36174498,0.089864127,-0.349111196,0.102520555,-0.138063303,0.52985736,0.189699507,0.385972986,0.404854166,0.055325892,0.585411039,0.003339266,0.598108116,0.002573988,0.180347357,0.410242726,0.409266101,0.05247421,-0.271165681,0.210732751,-0.409635183,0.052240912,-0.113871599,0.604917133,0.102491152,0.641682166
6763,ENSGALG00010022831,LRRC8C,black,0.467811233,0.024382369,-0.348887371,0.10275602,0.52734711,0.009714243,0.162862655,0.457794288,0.165212367,0.45124256,0.26328459,0.22481935,0.701363929,0.000192426,0.230872419,0.289198179,0.199017852,0.362620305,0.219586189,0.314065929,0.484333479,0.019182006,0.231465871,0.28792562,-0.136541439,0.53444654
6748,ENSGALG00010022804,SNX19,black,0.435564778,0.037761495,-0.348162129,0.103521712,0.141829731,0.518580134,-0.024639606,0.911145221,0.49914798,0.015319176,0.626324166,0.001386828,0.803294751,3.93E-06,-0.015799039,0.942961385,0.202710239,0.353598879,-0.132538842,0.546604313,0.035567766,0.872002822,-0.047535529,0.829470697,-0.195364329,0.371676809
851,ENSGALG00010003718,SIAH3,black,0.262402575,0.22643369,-0.347778367,0.103928574,0.374240044,0.078530221,-0.294030904,0.173256699,-0.140227468,0.523363454,0.182416796,0.404801285,0.375294153,0.077625859,0.012248273,0.955766628,-0.292012343,0.176365103,-0.217025359,0.319884245,0.121558586,0.580592201,-0.366101302,0.085782262,-0.146133106,0.505837564
3982,ENSGALG00010014389,COL6A2,black,0.494329924,0.016498752,-0.34589265,0.105944908,0.414205444,0.049418084,0.231370531,0.288129825,-0.176936773,0.419297866,0.370280877,0.081997976,0.485957996,0.018723423,0.231351381,0.288170851,0.164788867,0.452419766,0.079025835,0.720028493,0.030343389,0.890684822,0.115220537,0.600617999,0.185075328,0.397869921
8317,ENSGALG00010027787,DCP1A,black,0.416231316,0.048205363,-0.345775677,0.106070924,0.426979818,0.042153498,0.115584591,0.599459937,0.039283684,0.858754527,0.264699866,0.222244942,0.464730622,0.025466588,0.41373285,0.049704366,0.052538129,0.811821443,0.084401076,0.701805073,0.216167628,0.321847547,-0.000559078,0.997979991,0.20854163,0.339622066
1091,ENSGALG00010004689,BBX,black,0.405241245,0.055071018,-0.345057631,0.106846886,0.394909708,0.062191359,0.076255771,0.729478298,0.321746476,0.134358756,0.33614263,0.116830735,0.626264289,0.001388736,0.144726815,0.509984813,0.01393581,0.9496793,-0.026746969,0.903578723,0.167221336,0.445680162,-0.114740399,0.602146756,0.255825273,0.238713432
8621,ENSGALG00010028562,ACSBG2,black,0.533749513,0.0087131,-0.344020653,0.107974846,0.437751599,0.036702503,0.346527443,0.105262964,0.236857494,0.276524756,0.699606496,0.000202878,0.726912551,8.53E-05,-0.002584559,0.990661893,0.360801163,0.090767245,0.293601038,0.173915454,0.014605169,0.947265509,-0.106344015,0.629138338,-0.048635691,0.825582152
8651,ENSGALG00010028608,MIGA2,black,0.564710967,0.004994681,-0.34346838,0.108579123,0.231507059,0.28783743,0.356923128,0.094549118,0.350629538,0.100933739,0.516267706,0.01167017,0.855286597,2.00E-07,0.102314466,0.642259717,0.550013714,0.006547053,0.206220442,0.345145702,0.226043978,0.299682165,0.295030267,0.171731892,-0.084871907,0.700216214
143,ENSGALG00010000901,PCDH9,black,0.511079421,0.012691322,-0.343322879,0.108738737,0.081943696,0.710117195,0.351292824,0.100246257,0.614456397,0.001811545,0.303263478,0.159522953,0.715776306,0.000122921,0.340437654,0.111939421,0.517283733,0.011478323,0.136140819,0.535657689,0.228585431,0.294135013,0.253207597,0.243719362,-0.158943556,0.468831047
2785,ENSGALG00010010874,,black,0.335534706,0.117535416,-0.343252351,0.108816168,0.200474565,0.359045372,0.126370487,0.565585057,0.150790368,0.492221423,0.207834606,0.341298951,0.473049346,0.022624062,-0.161498227,0.461621304,0.265613488,0.220593477,0.118553749,0.590050221,0.087009451,0.693018249,-0.084058909,0.702960505,-0.301387821,0.162249251
4285,ENSGALG00010015573,MAN1C1,black,0.384042131,0.070420854,-0.342608709,0.109524672,0.5732,0.004247781,-0.171388797,0.434257715,0.142615067,0.516243302,0.539771835,0.007850798,0.721101486,0.000103456,0.028350136,0.89782794,-0.191519582,0.381346183,-0.057713247,0.793656408,0.152577368,0.48704571,-0.100288476,0.648896536,-0.066989642,0.761359431
3186,ENSGALG00010012004,LGR5,black,0.453260444,0.029847606,-0.342195726,0.109981047,0.329277469,0.124968965,0.332732318,0.120823816,0.133296639,0.544292826,0.370742827,0.081587541,0.45437312,0.029398025,0.049352481,0.823050772,0.339508268,0.112984927,0.268036417,0.216253339,0.043769117,0.842811956,-0.209336935,0.337741664,-0.096196611,0.662379458
5178,ENSGALG00010018119,,black,0.194342522,0.374232753,-0.341991355,0.110207406,0.221986633,0.308670989,-0.146755629,0.504006968,-0.04746883,0.82970657,0.118114086,0.591439597,0.304392809,0.157897019,0.149214115,0.496809314,-0.128973546,0.557539455,-0.163440054,0.456179753,-0.045756791,0.835765837,-0.18148493,0.407246592,-0.172703379,0.430687437
4081,ENSGALG00010014861,MED21,black,0.430625457,0.04024199,-0.341661525,0.110573439,0.231339307,0.288196721,0.00611561,0.977906229,0.300534566,0.163500183,0.249710897,0.250512119,0.826389167,1.18E-06,0.138834751,0.527538169,0.247272836,0.255320078,-0.057657746,0.793850687,0.382092038,0.071981164,0.138619298,0.528185399,-0.359709393,0.091820349
5589,ENSGALG00010019540,UNC5D,black,0.301861886,0.161557135,-0.339302154,0.113217756,0.269239706,0.214119226,-0.256907178,0.236664221,0.17028369,0.437271288,0.427779177,0.041728405,0.69137866,0.000258639,0.147940445,0.500531859,-0.119042675,0.588506808,-0.28255393,0.191442735,0.016135058,0.941750249,-0.209329565,0.337759059,0.023069282,0.916788367
1196,ENSGALG00010005177,AASDHPPT,black,0.472925502,0.022664421,-0.339285702,0.113236355,0.413278373,0.049980886,0.101874345,0.643699259,0.189662841,0.38606652,0.18313518,0.402921742,0.530073679,0.00927688,0.332828545,0.120709807,0.162576263,0.458596203,0.280584943,0.194688603,0.56705904,0.004777872,0.35324856,0.098239304,-0.20847896,0.339770506
1598,ENSGALG00010006517,ZBTB20,black,0.379485773,0.074107258,-0.338934816,0.113633573,-0.034750699,0.874920487,-0.077617231,0.724828955,0.316124214,0.141690653,0.525083987,0.010090055,0.752439309,3.45E-05,0.256750158,0.236960912,0.193764054,0.375684185,-0.350833157,0.100722323,-0.15241607,0.487511758,0.002289113,0.991729313,0.042211382,0.848342174
714,ENSGALG00010003002,PHKA2,black,0.351340799,0.100196667,-0.337851135,0.114866761,0.491362553,0.017261254,-0.033675848,0.878761067,0.121218246,0.581660143,0.365877086,0.085988902,0.667223252,0.00050557,-0.043921287,0.842272109,0.030091551,0.891586879,0.047341457,0.830157051,0.213423842,0.328176728,-0.057853644,0.793165001,-0.312491807,0.146576384
3002,ENSGALG00010011446,,black,0.410518704,0.051685696,-0.336720302,0.116163972,0.392471921,0.063969876,-0.026651695,0.903920637,0.040811217,0.853318907,0.367553229,0.08445313,0.50955833,0.013004197,0.036311574,0.869348155,-0.089406937,0.684975421,0.016218587,0.9414492,0.126889933,0.563975422,0.01704291,0.938478644,-0.134885598,0.539460736
1778,ENSGALG00010007529,CDH13,black,0.411003517,0.051382982,-0.335950408,0.117053218,0.445844324,0.032985662,-0.251524708,0.246973454,0.142424437,0.516810072,0.166221562,0.448443783,0.775277051,1.39E-05,0.263594913,0.224253187,-0.090999914,0.679649648,-0.023179614,0.916391747,0.534809701,0.008555865,0.062219217,0.777923813,-0.406865338,0.054011488
1954,ENSGALG00010008026,PURG,black,0.397026993,0.060677624,-0.333969421,0.119364045,0.288863714,0.181290216,-0.173614516,0.428222166,0.077112648,0.726551003,0.361101918,0.090478728,0.829668976,9.82E-07,0.202720597,0.353573759,0.072504342,0.74233664,-0.144303607,0.5112361,0.193286667,0.376884414,0.008948809,0.967675144,-0.369302012,0.082872805
372,ENSGALG00010001820,PGM2L1,black,0.409533176,0.05230531,-0.33328278,0.120172686,0.142064535,0.517880924,-0.022324933,0.919464652,0.324593863,0.130751014,0.540807548,0.007709887,0.883168249,2.40E-08,-0.033720197,0.878602551,0.27378586,0.206183555,-0.134398993,0.540938403,0.01652254,0.940353777,-0.11884712,0.589123915,-0.340296562,0.112097684
4143,ENSGALG00010015039,FAM114A1,black,0.447594698,0.032222444,-0.333073831,0.120419547,0.134682886,0.540076082,0.347546653,0.104174805,0.565158068,0.004952775,0.24897465,0.251957812,0.356985422,0.094487459,-0.106615338,0.628258661,0.257514342,0.235519268,0.053752595,0.807549779,-0.069748182,0.751826467,-0.296657435,0.169269144,-0.063959008,0.771871474
4881,ENSGALG00010017430,CACNA1H,black,0.298339815,0.16674874,-0.33181869,0.121910164,0.474972704,0.022004645,-0.32147783,0.134702782,0.13862081,0.528180857,0.567715679,0.004718671,0.637228449,0.001074569,0.087650043,0.690866076,-0.394496905,0.062489829,-0.242423884,0.265057881,0.039238124,0.858916746,-0.224533036,0.303010473,0.068946372,0.754593815
27,ENSGALG00010000196,KSR2,black,0.351929105,0.09959002,-0.331089092,0.122782756,0.21968724,0.313837669,-0.395230341,0.061960286,0.020593814,0.925692053,0.525362496,0.01004317,0.731204582,7.38E-05,0.089207979,0.68564162,-0.196390693,0.369119594,-0.374648348,0.078178983,0.025678148,0.907415359,-0.247241206,0.25538284,-0.169389054,0.439719066
1738,ENSGALG00010007360,ROBO1,black,0.30451895,0.157716136,-0.32491313,0.130350876,0.69611841,0.000225091,-0.294237258,0.172941084,-0.066097413,0.764450068,0.244979151,0.259897198,0.539422123,0.007898857,-0.025735346,0.907209987,-0.394004064,0.062847605,0.047612412,0.829198826,0.430410645,0.0403527,-0.182338948,0.405005255,-0.302074558,0.161247316
3713,ENSGALG00010013427,KIAA2022,black,0.359182478,0.092331842,-0.323706191,0.131868175,0.14723267,0.502606372,-0.22080786,0.311313115,0.239237034,0.271585124,0.524512559,0.010186817,0.869368008,7.28E-08,0.210144494,0.335838641,0.075800728,0.731034324,-0.287601886,0.183290259,0.082142911,0.709442143,-0.069292443,0.753399035,-0.173586833,0.428296956
8660,ENSGALG00010028726,SLC2A8,black,0.513082534,0.012288732,-0.323664897,0.131920311,0.582039712,0.003571966,0.257525397,0.235498453,0.329285731,0.124958932,0.410514643,0.051688237,0.621762593,0.001538742,0.474589971,0.022126802,0.088404174,0.688335417,0.261856114,0.227437704,0.270365345,0.212135609,-0.112179127,0.610329118,0.119065351,0.588435266
5770,ENSGALG00010020240,SV2B,black,0.398224278,0.059834242,-0.323115181,0.132615766,0.025631793,0.907581799,0.168372415,0.442509466,0.332594988,0.120986658,0.309047707,0.151317962,0.612394155,0.001895603,0.107984006,0.623828675,0.278550222,0.198081912,-0.108429436,0.622389653,0.004974725,0.982027167,-0.150964999,0.491714434,0.099318019,0.652084813
2417,ENSGALG00010009474,ACVR2A,black,0.347071758,0.104680791,-0.321952691,0.134095105,0.278030493,0.19895505,-0.207074476,0.343107256,0.294108507,0.17313796,0.46370383,0.025836426,0.830588848,9.32E-07,0.146261264,0.505460436,-0.041380208,0.851295826,-0.23811591,0.273905419,0.05765122,0.793873531,-0.074145445,0.736703193,-0.140731477,0.521856552
4573,ENSGALG00010016591,HOMER2,black,0.26751823,0.217176732,-0.321096643,0.135192009,0.214835532,0.324911057,-0.24796242,0.253954206,0.458060651,0.027946483,0.22744393,0.29661859,0.511369169,0.012632429,0.008029161,0.970995661,-0.283689078,0.189588302,-0.23743218,0.275326616,0.212689788,0.329882583,-0.048399343,0.826417199,-0.045014034,0.838397442
1063,ENSGALG00010004477,TULP4,black,0.452682981,0.030083079,-0.321003118,0.135312236,0.067341651,0.760141057,0.35424643,0.097226828,0.318404564,0.13868335,0.539932518,0.007828798,0.657409569,0.000652822,0.343772143,0.108246451,0.587260292,0.003217141,0.018094498,0.93469027,-0.122226128,0.578500016,0.236348009,0.277589707,0.02153589,0.922302551
8281,ENSGALG00010027636,SLC1A6,black,0.381944221,0.072100496,-0.3204636,0.136007283,0.693515939,0.000243011,0.025745481,0.9071736,0.254973541,0.240334811,0.195849542,0.370466621,0.433529,0.038768832,0.122669398,0.577112555,-0.226849538,0.297916943,0.279180964,0.197025767,0.400689319,0.058126207,-0.369031451,0.08311584,-0.214713818,0.325191843
1632,ENSGALG00010006681,CRISPLD2,black,0.359965232,0.091572759,-0.319691428,0.137006488,0.104866462,0.63393736,0.027765631,0.89992408,0.164402945,0.453493912,0.426692338,0.042307205,0.55291209,0.006212712,0.301480451,0.162113852,0.162100383,0.459930311,-0.148251736,0.499620788,-0.017825619,0.935658789,0.039960427,0.856345604,-0.197947086,0.365261198
2884,ENSGALG00010011090,GRIN2B,black,0.353020802,0.098471485,-0.319557272,0.137180622,0.264909755,0.221864823,-0.249699662,0.250534139,0.224533949,0.303008456,0.555139496,0.005965543,0.836811405,6.47E-07,0.100812673,0.647176848,-0.074814239,0.73441115,-0.217334466,0.319178498,0.08617836,0.695813853,-0.136031873,0.535987277,-0.072841988,0.741176539
5046,ENSGALG00010017753,GNRHR,black,0.365374993,0.086452989,-0.319554589,0.137184106,0.258390329,0.233873792,-0.275401279,0.203412011,0.150997335,0.491620586,0.334598828,0.118626282,0.530993445,0.009133062,0.011855109,0.957185213,-0.168049443,0.443397899,-0.12886641,0.557869572,0.278794614,0.197672237,0.112959055,0.607832683,-0.214480059,0.325731521
9042,ENSGALG00010029718,ABR,black,0.389902308,0.065886399,-0.319405615,0.137377663,0.356633249,0.094836434,-0.002033089,0.992654316,0.09189438,0.676665653,0.605503605,0.002200911,0.758860286,2.70E-05,-0.056585376,0.797606828,0.131534868,0.549673626,-0.017198945,0.937916442,0.000315802,0.998858971,-0.235580504,0.279198867,-0.222496239,0.30753301
6190,ENSGALG00010021378,KIF11,black,0.264663897,0.222310126,-0.318248322,0.138887936,0.381408919,0.072533898,-0.063883082,0.772135339,0.101375319,0.645332963,0.335961774,0.117040054,0.547551224,0.006842753,0.200619824,0.35869002,-0.136707043,0.533946261,-0.128747503,0.558236064,-0.047850525,0.828356938,-0.156570545,0.475579448,0.028222192,0.898286714
8201,ENSGALG00010027367,SEC22C,black,0.497051149,0.015823788,-0.316417919,0.141300737,0.686677972,0.000296106,0.463054402,0.026072552,0.333531082,0.119879809,0.391435263,0.06473786,0.564648259,0.005000582,0.217586437,0.318603901,0.22180394,0.309079577,0.469425552,0.023829181,0.286382376,0.185237564,-0.151031081,0.491522654,0.06596957,0.764893195
376,ENSGALG00010001827,PDZRN4,black,0.381637984,0.072348196,-0.315541212,0.142466899,0.485837297,0.018757187,0.071877341,0.744492355,0.226362416,0.298983601,0.164906392,0.45209292,0.463767407,0.025813402,-0.082605634,0.707874989,-0.034458441,0.875964497,0.178625485,0.414800783,0.374333895,0.078449381,0.049542867,0.822378699,-0.123146263,0.57562156
3717,ENSGALG00010013435,SDC3,black,0.342649991,0.109479129,-0.315525208,0.142488251,0.254841172,0.240587436,-0.186840598,0.393304346,0.166447534,0.447818353,0.501084015,0.014864977,0.879422523,3.29E-08,0.054103617,0.806316108,0.129973824,0.554461565,-0.099886849,0.650215297,0.274766918,0.204497359,0.049688031,0.821866342,-0.36694015,0.085012463
1766,ENSGALG00010007441,STRN,black,0.360034933,0.091505391,-0.311514042,0.147911655,-0.000160149,0.999421364,-0.009740293,0.964817797,0.505379441,0.013896395,0.254613579,0.241022199,0.764871385,2.13E-05,0.213052163,0.329039801,0.259326348,0.232123913,-0.15570117,0.478064079,0.169168165,0.440324549,0.199785737,0.360733265,-0.184850354,0.398453894
3068,ENSGALG00010011655,SORCS2,black,0.455926348,0.028779472,-0.310866683,0.148800434,0.074093482,0.736881369,0.230322748,0.290379984,0.255584371,0.239171292,0.458921538,0.027615985,0.829903565,9.69E-07,0.32028683,0.136235565,0.514136689,0.012081108,-0.085021116,0.699712947,-0.038469341,0.861654862,0.208966992,0.338615577,-0.038631913,0.861075712
7324,ENSGALG00010024453,,black,0.406102929,0.054506891,-0.309963531,0.150046699,-0.004520431,0.98366823,0.297717799,0.16767753,0.5564332,0.005825788,0.254923888,0.240429552,0.484708752,0.019075272,0.150780427,0.49225029,0.393176755,0.063451709,0.140226903,0.523365146,0.131657646,0.549297852,0.106875937,0.627414213,-0.305719308,0.156002109
